BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
arachidate (20:0),Long Chain Fatty Acid,15266874,18416112,15863627,14887031,13705852,14068278,12646871,25260904,22441762,23769568,17552844,13933371,15331362,16981576,29046364,15660693,11647392,15894578,11654386,12303237,12882931,18309728,11870946,30196496,16905140,19592228,26794772,16443500,12080487,27115612,34974832,10383012,17372164,12340690,17224464,12569795,19488018,21157368,15603547,19153212,10391107,16567985,11701051,10748549,22573560,13036595,10061833,11342729,16443075,10587973,12738817,14386726,18115128,14286309,16069624,11739991
eicosenoate (20:1n9 or 1n11),Long Chain Fatty Acid,27991268,59768612,47290544,36781624,44723240,32362308,32932536,56157108,75327200,78844072,64084048,37962260,50311080,57121372,108359800,46387520,30084030,48396344,31733688,34481008,55991380,42689972,50382376,158226080,31093740,45630236,77184264,17225716,51891176,107758848,68936256,17437796,30830894,48050876,34683256,31143670,86385736,28715148,33934528,37434920,56595496,16013266,25806588,14487137,86414272,60258616,44098104,23297272,50335664,12426994,54404332,66203188,52408024,13196924,55092976,12817344
erucate (22:1n9),Long Chain Fatty Acid,2490429,3247853,2632214,2695824,2239287,2677021,2235976,3877913,2551045,7258768,3197908,1789768,2337910,3380025,5019385,2413582,2362181,3146554,1770706,1951645,2690374,1794096,2248155,4203521,2210626,2034504,3443289,2116184,2320598,4756977,4543153,1421244,6313040,2921999,1752146,1537772.88,4497777,1786835,2341257,1611918,2367618,1203698,1452997.13,1204135,3602804,3770934,1891778,1455045,2292019,831353,5511594,4891683,2081037,859458,2995271,981045
oleate/vaccenate (18:1),Long Chain Fatty Acid,2572390144,5842151424,4571458560,3511236608,4970795008,2751537152,2955546112,5030905344,5611830784,6568244224,5239273984,3011726848,5114142720,5012840448,8356380672,4188003328,2528280832,4229197824,2989772544,3469378304,6144089088,3221191936,4740723712,12329556992,2918683648,5055520256,6726956544,1741319552,5682631680,8123676160,4140691712,2206425344,2504480768,3899620608,4170253056,2846024192,6535475200,2975060736,4156988928,3075074816,5638079488,1342611712,2667589632,1460002176,5829015040,5566110208,4868714496,2516036608,4035940864,1357383424,4068102144,5147799552,5642379776,1611948672,4785424896,1266520576
stearidonate (18:4n3),Polyunsaturated Fatty Acid (n3 and n6),1907060,2383904,2166492,1639520,3234810,942174,1733449,2595349,2415299,4885635,2679534,2992864,2739429,2563478,8214117,3163153,3333047,1522604,1794975,3169341,3775788,10608981,2252387,6349803,1237594,2243820,1394611,2267189,2742818,13016208,1520395,2128365,900970,4569604,3056997,1437677,3984846,1239939,2516624.75,30186814,3271797,531848,1827427,1844525.13,1388159,4033937,4705357,2573926,2133701,1836900,2114153,10688578,3040095,1452504,2796921,1257339
eicosapentaenoate (EPA; 20:5n3),Polyunsaturated Fatty Acid (n3 and n6),5248285,8472453,8660295,6931786,17244316,5278865,10126743,9244814,8836123,10831017,12696342,8168522,7853137,6192052,20975790,14128853,21061686,7885198.5,8111731,10270998,82301072,13335252,17817372,20567964,6694665,7837538,5835618,8007155,13327603,89806944,4602214,36463752,9120340,40812844,10143821,5997889,19852630,7020844,69102088,19392390,14165722,4399525,9880537,6508082.5,5174247,10482389,16185970,20579194,7451307,13555131,10244945,71681040,11873423,4554565,14144875,6593021.5
docosapentaenoate (DPA; 22:5n3),Polyunsaturated Fatty Acid (n3 and n6),10472539,36752648,29644910,15651556,43662976,14591029,19379534,35260024,17350624,28092866,45125704,15522731,28617422,19012742,65361360,36654784,21757508,23303384,16042746,23000480,59926156,32552610,27269500,41793756,10848837,30976330,30668068,17641144,25636408,117654784,17247660,18952314,14930345,47247152,26213638,12694551,32309536,19195522,43465472,36801816,26974314,5936402,19844816,11016780,21989716,39407336,27174794,18760050,19675090,9750427,20275502,65512192,17483512,6562298.5,31722128,11577523
docosahexaenoate (DHA; 22:6n3),Polyunsaturated Fatty Acid (n3 and n6),22790456,61713656,71511304,47930660,65657452,38546060,55108988,66476148,40782064,73925936,75403160,43540800,58225724,61120932,99914872,60855112,88692120,69416024,76758064,84399200,345983008,35130456,77042896,57339704,34308280,69774632,46703552,59575456,96160368,266380272,44331364,117946208,52532780,177266784,47854040,44560216,96210160,67299152,345561824,45365692,64236340,18588506,62605456,37520880,37441104,75261040,99751576,83351440,43056920,50952224,52699380,257835792,31395404,28001532,104647720,46476384
linoleate (18:2n6),Polyunsaturated Fatty Acid (n3 and n6),1201191040,3439797504,2502989568,1560238976,2886800640,1493269376,1953100544,2873296640,2593723392,3416637440,3308375808,2331522304,3177859840,2941389312,5140585984,2405143552,1221854464,1937696768,1403351424,2416257792,1136647552,2543708672,2127930240,6776125440,1247318144,2525714688,3230685440,1141351040,2752854528,3968282112,2704217088,809863744,1227077760,2182244352,3539635968,1687736576,2784751872,2316300032,699933440,2905330944,2202227200,1479482368,1665132416,536029344,2980037120,3501851648,2290542848,1171158528,2405272576,510705440,1767754752,2890441216,4620192768,976182912,2432540928,1351743360
linolenate (18:3n3 or 3n6),Polyunsaturated Fatty Acid (n3 and n6),129373920,305372096,242905696,141125888,263948896,100270944,200533904,257966720,290057824,397111776,358968672,323435616,296913696,265948976,657828288,271171776,139514224,157945056,139109472,247207088,148668448,527081280,179958512,680983552,75277632,191391440,184143456,86401200,271667040,432997696,166856528,90486224,91319840,279397024,365682176,144451408,299363808,198490640,111050112,886924608,168193296,50229452,133834440,53033064,162091824,338725824,255349200,119686080,180179152,75623328,177370816,436982304,447363040,108430072,247147616,152378800
dihomolinolenate (20:3n3 or 3n6),Polyunsaturated Fatty Acid (n3 and n6),15194603,52775556,38738760,38807732,60402152,27113788,24908702,47086416,31388646,47519608,58830688,33969052,49454484,44382136,71318992,48781740,34461984,36475568,48861752,50007640,32371928,47226376,53770948,62357348,29974996,42052032,50770728,44913120,48746980,61720420,53668856,19650248,49806000,52554576,56891572,26162178,57408184,59172924,30214322,68876800,43020468,12999807,35444508,26419860,39313776,48752592,54216636,17962892,84810656,16800776,33339924,63652608,48781552,17636648,59096840,34471136
arachidonate (20:4n6),Polyunsaturated Fatty Acid (n3 and n6),82267472,191339952,170093344,163088080,263253744,119184072,108738312,176290144,89991872,142356288,222457056,166908800,165511536,170538432,341375552,201180784,136703264,161738720,160030544,200275536,239510720,129298336,243995008,282656128,172051072,181344896,205448656,257996240,249193744,261958160,162695632,81212632,199714304,231495616,237907280,145012096,190564688,230861840,233341536,173652560,190613728,91012176,248319584,119769584,151697568,202318432,234508384,91806104,199987232,60968144,116225640,263345888,172024240,82674776,202946352,155074384
adrenate (22:4n6),Polyunsaturated Fatty Acid (n3 and n6),12259749,81579184,49244200,90465904,50137448,21946594,26990316,60852032,26865832,36413740,59405908,25200004,55569720,63114880,103939352,111608072,11429414,51265472,19293802,37828496,34998812,20251968,30051744,97000872,19378552,50398312,69207880,28137338,40009852,111016000,28912452,9230996,37196328,35830044,56417800,24660434,54147664,56945808,26669424,11011666,63729464,4488744,14876658,36422768,64832032,56875544,51571484,9205010,55576932,9488564,20158298,20791240,22172570,,68232544,12896727
docosapentaenoate (n6 DPA; 22:5n6),Polyunsaturated Fatty Acid (n3 and n6),6407668,23628960,17017204,15461841,19902890,10075737,7757419,16064201,9693754,19685360,16699616,9821409,16706247,22764756,22566480,19023818,8325486.5,22429348,18269182,10343262,18376592,2642355,18220498,15836157,11487502,26083554,14110803,21547898,33073444,15278695,16632467,5022658,10835703,10799142,14862466,12934949,10803390,11298518,16954164,3752091.25,15904569,3396039,13842513,13662629,10575592,22131570,27781764,5300227,20301640,3380199,7384468,11798923,10234420,6088771,12483681,8587024
docosadienoate (22:2n6),Polyunsaturated Fatty Acid (n3 and n6),551211,1308596,838755,918644,1096260,630580,651856,1158379,966810,1580673,1480510,681103,1013749.06,1417040,1825185,996516.94,649421,936783.94,764449,709847,499284,663406,1023210,1706725,516210,855164.94,1451898,749339,1292074,1820662,946676.94,342608,775674,967095,1195944,748694,967854,771365,356687,714973,924776,417160,517847,400720,1479900,1318718,1153185,469981.03,991704.06,240463,1074505,935057.94,1264040,305706,706584,525560
dihomolinoleate (20:2n6),Polyunsaturated Fatty Acid (n3 and n6),14986746,65010160,32507092,26004926,43131844,22909946,22129470,38936400,39387964,54008012,58012888,32214466,51424440,50043136,89089656,33122272,22371392,35074176,29308590,32886316,18679208,31076752,36419352,94057952,19864836,34390020,66783932,19712008,46009120,97469168,41923852,10670485,21725498,34723984,40004576,26228744,40371416,35109444,11802927,33776344,37172840,11876238,19429022,13583579,62937368,61562208,42383832,16649363,44139040,7555090,33111668,44559020,47269456,15657938,32021908,16410507
13-methylmyristate,"Fatty Acid, Branched",7258142.5,16299682,12230907,9924042,16692775,7475536,9909203,19250512,14380208,23023474,17526616,5025565,10434385,10448941,22516104,23943636,5847603.5,10887580,8835647,3406839,38198548,14181066,10832326,39965824,6591956,10691230,2473470,5553889,7985514.5,20180676,6738207,7753190,4189681.25,11219592,6610795,6639314,7973322,3210914.5,40447872,8801420,9478445,2613817.75,9376032,6882171,2595226,10488589,9348496,8919693,6159992,6554792,6284268,13767224,9520960,5321640,7870324,3556213
methylpalmitate (15 or 2),"Fatty Acid, Branched",14869041,43981040,24519492,21168916,39832220,21107836,16780780,44138984,36335020,37311960,34904868,12065548,24056856,28905232,46514708,37604360,12876658,31055466,17152278,8619026,128112832,26078524,26623952,99089168,15729426,29705488,7546541,12417662,23142612,61734488,15838677,16735687,13401890,31615604,12604021,18968136,26161108,11499949,110065112,15214399,32326312,6129885.5,17200612,16887652,5747369,24376732,26681748,19771932,12283852,11513074,17477442,41605808,17925348,11625900,22807688,6815723
17-methylstearate,"Fatty Acid, Branched",1449465,2176683,1611791,1564385,2520104,2423216,1309479,2547186,2630664,2851827,2869525,1125858,1892100.88,2129531,3592654,3233766,1301759,2949702,1498631,745850,14548859,1913806,2223338,5735655,1073388,1967310.13,1336375,1186984,2634424,4378364,1557759,991583,1269946,2876597,976891,1354626,2339735,869132,13588984,1261030,2726995,853630,1145299,1907982,899267,2256373,1997703,1293783,992666,850743,1802531,4474769,798527,729237,1911580.13,656855
2-hydroxyglutarate,"Fatty Acid, Dicarboxylate",10518433,17404948,13371443,20237566,11593081,10881230,14803315,21319600,14079176,15751738,17318276,18745362,19462404,22927902,22875700,13425583,10133431,14584531,19568188,7524540,15580806,12437895,23622446,13219318,15703649,15763012,25266128,32902942,16286545,13682788,15580051,16089945,19420384,19870832,21435776,12942591,15888036,21374264,9830082,12966970,25171472,12174138,13141132,29771500,21996878,23045100,22555136,6807156,14059600,9228814,23650980,18857256,30717724,14768893,16696682,12673948
maleate,"Fatty Acid, Dicarboxylate",459994,386931.97,907955,613666,551753,741612,705201,814047.06,588152,231284.02,652046,483794.97,564947,1123077,626352,821128,242482.02,1107922,427288,586622,996075,969227,660614,1393896.88,1417196,761437,890210,896021,417693,498661.97,958730.06,440504,732286.06,956078,683422,623115,1019702,677367,438163,700123,557293,460612,675826.94,1317960,654150,675945,536379,339452.03,815260,312641,315936,873752,409496,659387,872463.94,437287
sebacate (decanedioate),"Fatty Acid, Dicarboxylate",282361,438417,198994,950405.06,362025,348043,235557.98,204476,503320,1046181,463520,484187.97,261141,470432,4025800,381758,194117,331098.03,217671,136388,540596,753005,992553.94,13011616,646785,203629,1452662,979153,183721,1084773,232913,217341,1034726,861986,880746,194479,1299362,1138898,242679,127574,316058,215136,290729,279457,528382,389338.97,150216,123578,172263,142461,146679,159524,173614,198033,289375,175052
dodecanedioate (C12),"Fatty Acid, Dicarboxylate",361415.97,667469,295170,340481,672971,407087,313473,223749,691249,1210634,771464.94,323480.03,310102,430042,7199702.5,485076,151439,624686,203473.02,213608,199961,491487.97,268685,12734600,241502,414582,459164,246491,127889,715928,412798,259241,279698,294498,109822,223339,775108,360644.03,,,359926.97,245567,431530,324060.03,441006,342759,168581,80537,291310,199642,219390.02,158265,106795,248843,590017,135286
hexadecanedioate (C16),"Fatty Acid, Dicarboxylate",528756,726449,380228,356498,441948,409129,215719,335862,608491,1079299,515612.03,250282.98,357815,516452.97,4162026,800903,333017,320189,214831.02,272541,541040,613283,636433,7114394.5,269908,487192,1970620,301454,268981,873025.94,673739,413482.97,477638.97,459572,131459,238200,507178.03,400681,577825,200731,780103,350446,301232,384877,1230406,408997.03,244443,206155,555996,231290,383354,307125,262997,164161,358498,209262
eicosanodioate,"Fatty Acid, Dicarboxylate",2517657,1233439,865026,723536,1183088,1013997.06,639632,1357504,547163,678811,1516297,883662.94,2201711,1286976,866537,655734,2098446,513288,614371,2865497,198531,607922,730939,561669,694254,419043,1038639,1693999,479394,631613,542839,2334181,1656821,556596,2392647,622416,1038147,2695917,171261,801774,359262,1329950,609071,1200252,1007975,766005,424705,437602,455695.97,786421,2658854,1438660,1166596,563741,2270706,1116450
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),"Fatty Acid, Dicarboxylate",438651,363609,1747561,746110,1277500,824098,8077141,4513961,4150233.25,6464241,320150,694192,239908,382839,661509,324642,13167281,1655070,2100279,1629048,104724408,418974.97,18479242,1247678,385052,1238045,649364,1835100.13,678378,64542496,343533,123428232,747245,8556295,258878,1021760,5377779,1658461,93505648,265240,8609067,1249518,382693,1958778,628799,1931066.13,1665440.13,41042148,192881,27675264,9889247,30166686,312387,1820216,4051013.75,2069573
2-aminoheptanoate,"Fatty Acid, Amino",2202951,1363214,840600.94,1395926,1748498,1510579,1438618,984469.94,410772.97,1086477,1077477,2215088,1521656,1621607.13,1357687,591200,2048313.13,1157287,1002968.06,5062334,693285,3059919,1508688,1259251,2211469,1452292,3172069.25,1870151,1508476,1146072,3045526,1773159,1616520,472215,2162223,1616524.88,1674928,2310051,723401,8626085,1565945,1892557,3081568,1223152,1412182,2018599.88,1291318,696689,975741.06,423641,1970217,1203082,1734761.88,1642463,2259346,1419060
2-aminooctanoate,"Fatty Acid, Amino",854004,664399,958931,619111,580796,524811,681223,516879,285308,854931.94,526279,1276900.13,1349126,884564,417434,299841,553456,599731,493118,706620.94,427629,1490846,198335,520697,708550,653535.06,642217,755349,246050,1321428.13,1047044,776236,521591,144474,1624528,732958,669857,1287511,497678,1337869,140719,821849,784349,393866.97,660054,295091,155895,845249,228768,249774,752447,431089,892657,538739,1301529,537979
malonate,Fatty Acid Synthesis,11998216,11566610,10412153,14367016,14055560,14191614,16962368,13796091,17759966,14922753,13282377,17330890,13611492,16575733,13063684,14314169,11119407,11613059,13596600,11189387,14359768,15192330,9643750,16573199,16998908,14508311,15113900,4615715,12114990,10652117,15231127,10390148,14996080,11265101,10544926,14673077,10633413,12126748,13569731,12169650,11407028,11905458,13327111,4113558,13805100,,12772067,10776816,13072353,10567396,13688440,11043180,15260847,9171757,13172167,9937539
butyrylcarnitine (C4),Fatty Acid Metabolism (also BCAA Metabolism),13625786,49799448,15137925,14962119,40630120,13474503,8925784,9972068,11122913,14613794,13125455,7568446,11669824,13222676,12847315,13473682,9348736,10720253,9762737,8887397,13389465,7200767,11217669,10812419,11052525,10753568,17896682,18442350,15651022,6065666.5,10795367,29570670,8203923.5,9445185,13751113,7376905,7596440,10001549,14742446,3529596.25,10704279,6664554,11371797,21436748,18778778,19819824,14588174,3827018,10095154,14748322,8688060,9631066,15279612,7942189,7573061.5,9036583
