BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
1-stearoyl-GPE (18:0),Lysolipid,378440,142378,301511,72072,,201364,,117248,308061,,150274,160257,,201288.9844,,122399,107234,111125,138470,224666,467366,122735,438771,,,,,10801210,157507,87749,,,,183120,,422941,,,119768,,195940,,81429,,97259,598843,,100798,,104922,210259,106624,,182597,,
1-oleoyl-GPE (18:1),Lysolipid,,,155120,,,,,,83987,,91772,180488,,281983,,,,,,,,,173430,74713,,,,1022090.063,,,311151,,,,,115747,84523,,95424,171185,69328,,103102,,125559,155988,,,,,,,,75208,,67525
1-palmitoyl-GPI* (16:0)*,Lysolipid,1933512,,,,,,,148904,393019,,,,,584516,,,,,,696250,724769,,,,,,,1654271,,,167472.9844,,392531,,,,,,,,,,,,2153976,280867,,,,,,,,509941,,
1-stearoyl-GPI (18:0),Lysolipid,778938,150614,72936,,,,76998,160827,377940,,,,,124928,,154212,,,,,3308174.75,103073,520580,,,,124293,6919749.5,386525,,,,72063,,,220952,153714,,,,,,,,70072,,,,,398051.0313,87013,,,138169,,
1-stearoyl-GPS (18:0)*,Lysolipid,1346453,175180,1736274,213455,,510773.9688,176774,802702,790461,177720,356763,479392,85031,136104,138567,467971.9688,,,1089023,584480,2793074,767990,1041166,102811,,,652761,16858732,1425133,330980,,166214,305258,,175644,287405,,,203871,,127700.9922,583294,,,530360,281362,124071,,,99146,408557,,82405,483961.9688,,
1-palmitoyl-GPG (16:0)*,Lysolipid,1199911,225685,72774,,,,771257,167501,183380.0156,658587,,,,,,273059,,,,335120,470600,165026,,,,,,1737252,401880,83402,,,286521,132844,,408695,,149928,,95189,164395,175291,,,1107481,306799,146440,,,159829,490007,318651,,430381,,
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lysoplasmalogen,5638734,725757,1560543.875,243261,340308,945452.9375,324629,200085,550143,68340,277212,874081,137026,2818144,194260,192765,,328799,839294,748756,141128,735781,811873,156959,613309,174801,481688,4855573,484259,207278,,,158326,297880,178712,3999968.25,,192378,,97938,229032,299739,293124,101771,315375,1574250,187271,,,,,,141896,463455,76394,
1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lysoplasmalogen,160384,484518.9688,686970,119261,99001,392669,298109,222098,355551,284683,405536,416561,327893,290388,105950,308614,175763,387374,759838,345896,146292,203695,606479,147317,,64494,138969,1252991,140295,118057,68364,,99833.9922,567054,299922,341381,177595,168283,,247853,230985.9844,227895,161820,72386,125432,301131,217395.9844,136099,,80152,87192,,280696,98134,,96343
1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lysoplasmalogen,895139,370195,2469488,200891.0156,135754,1356976,227585,951147,826973.9375,76592,349882,839460,189866,191985.9844,202114,391765.0313,,,715361,443838,1115464,1179989,1005162,,,148154,657218,6180485,289608,814266,,160172,169478,217682,150296,505464.0313,,,,59278.9961,337708,521607.0313,,82816,435074,106733.9922,,164395,,57681,325091,,,547843,,
glycerol,Glycerolipid Metabolism,14226501,12749393,3329086.75,4172517.75,15540558,2599919,12922094,20996662,12083315,17758208,3969314.75,6540098,4773202,15603515,10414435,2605983,38726312,167454688,16152492,3260985,48426640,1986651,15557223,3630243,111602632,3368414,11357507,14779069,8770757,3386575.25,78032912,8240823,31971946,7349239,4929652,29701888,38164888,11124626,22504732,9830121,10051008,3649520,15082222,19185974,41935688,10828549,4597946,4162098,28143160,14014496,8576532,13018748,3174356,35970856,11222184,4488880
glycerol 3-phosphate,Glycerolipid Metabolism,1020377.938,1479608,1742185,669767,523094,1273263,2751261,1019687,2878164,568452,635869,1238705,2610524,2623292,1451239,272326,345988,3582439,1658753,1538222,1744174,732512,986352,1871785,1243069,953120.0625,1133942,9531976,869281.0625,1682128,7856695,1275950,1033623,1280148,376428,644853,2094609,2546001,4711060,725768,1147439,1779143,2259186,1807001,665538,1159670,3116220.25,2249839,791872,367015,2311091,5084512,3252619,1855013,1060234,7935311
glycerophosphoglycerol,Glycerolipid Metabolism,8660430,1122913,145750,,575217,235196.9844,2004530.875,2718379,2810226,6891019,235284,434111,258589.0156,1311483,278674,793926,945752,1571866,157810,1787224,1846987.875,358370,4087547.75,66535,425418.9688,76972,281577,7541316,1142650,318311,176731,1706034.875,2552276,288251,376504,2464290,1510255,1472044,211209.0156,904629.9375,4621391,,292622,207103.0156,1474966,3209952,470297.9688,,,4314005,408942,557606,43158,788071,327702,126863
1-palmitoylglycerol (16:0),Monoacylglycerol,15175476,,5507706,8540610,8811438,7546751.5,39093248,10189189,6178520,6867180,1826835,9199515,,6906375.5,2903891,6891534,6524093,25451478,5570148,41254596,37662328,7630869.5,42532124,9317246,7653856,13594495,11956498,58820428,5637472,6248769,8982675,8829329,12457637,7639402,6758278,13277811,3774784,17100860,10889404,11832683,17269792,23904632,1038331,7594641,25395584,10215399,7992909,2182882,7037665.5,6759803,4891337,,5550801.5,11781911,12321315,3938851
2-palmitoylglycerol (16:0),Monoacylglycerol,8613102,,590464,,1131685,3429312,4714608,,,2529850,,,,,,,,4416862,980676,,2425080,,2989165,5287548,,4470230,,10976664,1498480,,,1286959,,,,4975326,,4635356,3237899,,1475750,6806522,,,,,,,,,,,,,4539101,
1-oleoylglycerol (18:1),Monoacylglycerol,2534575,,,1487222,23101532,,,3798711,7920335,3150338,,1324510,,809169,,,,32304068,1893725,,895382,389811,,,26546214,,3614852,966899,,1015273,12449677,,9433797,682872,1840606,8864720,5410196,4597783,1046962,8149962,,,,3409354,18677196,,,,,4258625,,,,7755303,4558185,
2-oleoylglycerol (18:1),Monoacylglycerol,2516728,,,2521228,20673326,2344152,2986500,8437857,4516641,3159887,760945,3329436,,2588355,1095227,1576365,4818167,28061444,7840730,2340645,1158378,3016320,2688332,860935,30977476,2334452,14559278,4438772,1714323,2132786,11729014,,7480434,1022301.063,2251044,7073710,11075504,3743297,1668782,3125480,,594963,1394762,9868081,15580435,,1655094,2071206,4947024,4109977.75,16924484,1094172,,9500822,4462819,
1-linoleoylglycerol (18:2),Monoacylglycerol,3247194,3939246,2425983,5911365,22566558,1938431,3971715,45430136,36232880,8181479,4435119,2345322,1371607,11519210,3049464,922999.0625,9068908,19510152,17833106,9098819,1625661,4433929,6167203,1450410,18463620,4503309,42025312,1906806.875,10039172,3119758,2624932,701770,60448048,1114187,3178927,9449309,24117674,8917583,2576005,15284231,1275382,1995464,1519782,19932490,70097216,755460.9375,3128991,1207008,4041423,14272617,2373748,3373107,729998.0625,42117824,4864430,769491
2-linoleoylglycerol (18:2),Monoacylglycerol,1422987,788764,,1924494,6393699,808034,2281743,11908145,6747665,3113142,1056877,1416343,420314,3801842,1304712,,1605060,1943033.125,6516412,2228278,656201,1936365,1196878,404818,1834163,1147297,14771480,1001868,2857382,1146268,471114,141860,12336459,190765,2221442,3125737,4009198.75,2074654,539373,1552264,390639,,464736,4834097,16724152,,1261076,,6557995,4397551,554125,1380407,,9894761,2276684,
1-linolenoylglycerol (18:3),Monoacylglycerol,,551152,,,,,,752922.9375,1273460,239258,178343,,,2531698,,,,4787259,2424182,,,494703.9688,,,427941,,1243151,,1077065,292262,,,912133,,,369789,,265828,3383772.25,,228450,,,423553,1011489,,422446,,,210162.0156,2839075.75,690446,,1415199,1911151,
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",Diacylglycerol,285580,,125401,137965,342741,,119123,1138130,1196874,517615,184437,172208,,274762,,,455259,7668963,547985,494902,55027.0039,,85551,242930.9844,69506,,,,,132822,689341,,1331224,,322951,354548,609823,429065.9688,2305682,508709.9688,275818,,92646.0078,361058,1307898,,,88240,,322708,506206,196453,,383865.0313,1054528,276725
oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Diacylglycerol,353332.9688,250016.9844,1263424,1987865,44380596,1518703.875,987532,19893116,11928432,3987702.25,593695,1067116,723766,2207143,504976,236389,11165144,59389596,3905796,6632939,298708,742320,2531196,604658,25783570,657304,3367031,,3362184,887620,32117016,390088,28122024,502772,390426,4559360,63063988,7438498,1828354,52190128,373988,580340,3162860,15594537,33292892,86258,911284,1293736,6455307.5,5862711,717482,2457981,354851.0313,4711707,4738130,6305925
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Diacylglycerol,1636673,716194,4628066,5590913.5,72984080,4771833,2765762,70844888,44735584,19622558,4671550,4259723,2605408,6872200,1759980,535455,20531796,55459348,15887561,25716824,847495,4904658,12075280,1928070,30027604,2100252,4726978,339955,7445002,3799130,90334464,1924156,47644504,1923129,1180683,9678487,93389608,19177968,9463958,53594488,2159596,955775,7978005,43045812,61368044,539384,4368868,6277622.5,9235001,39090424,3857810,6427806,1270826,11422275,32175878,14797850
oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*,Diacylglycerol,,,238663.9844,,,,,,6175250,,,,,909233,,,,12640619,6335677,4221801,,1403430,443177.0313,,238503,,,,,737029,4527919,,,,,566675,,,17961732,,,,,,,,,1427740,,,4943502,2059554,,,13971797,
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Diacylglycerol,877993,709158,2327216,4605509,24195766,686864.1875,1704302,25770140,26568868,7454605,1209733,1972937.125,1333635,3657204,1093011,295402,5318014,10599687,5554557,8139775,306826.9063,1408100,1284451,1095708,8851166,699641.5,7729455,,4611038,1665370,15308234,579544,69350144,922768,578512,3438289,48261136,10763132,2033311,54599256,850767,1578903,4634156,10142774,79890024,254240,,1574108,2832165,12051648,,5137955,594076.875,13413632,3939725,5357473
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,Diacylglycerol,450199,235655,1908789.125,3762999.75,10408916,207147.2031,1213361,17025990,21194152,11802873,432112,1999921,463268.6563,2496613,833001,,4389211,21714132,7324600.5,11338010,25815.8008,2653445,1781154,453733,3340548.5,259555.3906,,,,1954955,12026519,666045,34173464,1545557,216321,2737803,25762820,7275491.5,8900360,16213128,764734,398346,4009582,5584269,47649148,,1296276,2994262,1057193,23164048,2779590,2905631,244736.9844,7744859,7434817,5780060
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,Diacylglycerol,163500,525825,558594,924288,536447,129776,195388.9844,4199520,6301294.5,967699,136607,475094.9688,306808,3000071,172030,60465,512475,12827021,10557569,1314962,99693,310420,418034,220475,707768.0625,,637943,,1929197,281798,1947388,,4691462,234876,121860,764508,2183965,1278895,14762028,1535172,232492.9844,214850,301360,1049479,7920539,,347475.0313,477678,112071,773680,3465770,3621414,116939,2139556,4924875,550979
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,Diacylglycerol,628795,1372503,2848313,4076836,1221629,973508,883375,19452962,24691146,6170438,469132,2383773,1416692,14106049,892081,202122,1565474,14818053,56114220,6800394.5,402112,2306443,1961702,659100,810712,242249,1574630.875,,4609142,1571141,7403196,372416.9688,11870019,1169494,400483.0313,2234740,3876998,3480781,79343624,1747520,1192180,461846.0313,1371154,4411285,17975380,185752,1407694.125,4778677,272149,5457853,19478312,16380641,807437.0625,4512311,34416536,1749079.875
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,Diacylglycerol,,,78316,,1639398,,,917404,456553,228023,,,,,,,353440,31912984,,667232,,,,,3248115,,,,,,5042248,,1804290,,,409098,4511960,842518,130766.9922,3017128,,324088,244559,1312441,1747402,,,,351552,167305,,,,260692,170777,945136
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,Diacylglycerol,584298,,979381,635640,3937656,430847,556513,4111947.75,2521468,1828321,293952,572625,179412,383629,184144,419793,1783256,40231744,965610,2425165,445901,621634,1133578,380793,4081198,287490,219149,,550319,585951,14015907,468686.0313,4366873,238321.9844,367681,1253574,7772450.5,2579138,993680.9375,4434988,652533,583293,1010180.063,4268324,4427313,96491,228959.9844,1014828,844975,1796943,465536,375800,224396.0156,895585,1603537,2920831
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Diacylglycerol,206926,157013,845127,997035.0625,4983016,501846.9688,342269,9514776,5506381,1896825,349485,474732,250094,847225,166163,172315,2370405,24361504,1124715,4287085,124696,447641,995293,424290,3104366,360878,999288,,989788,411416,5480895,169369,14168667,293040,159376,752909,10562104,2826335,811996,10649785,301641,525142,1112278,4795869,14448348,,335548,507600.9688,1132623,1995840,373946,783248,317892,2257311,963815,3450454
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Diacylglycerol,938025,266251,2932239.25,2189134,7195536.5,972935,978667,27863494,19752004,7725333,395324,1473682,592899,2031215.125,475131.9688,281724,3400515,15543837,2966560.25,15352583,434799,2156381,3391884,986083,3457007,869929,1158283,,2210588,982265,14861784,450400,19782552,894254,330798,1885550,13731842,5674399,2461074,11341251,1174542,578850,2614113,11704065,25417880,328824,1504776.125,2970882,1643592,13179407,1091208,1554391.125,469137,4566839,6146080.5,6115807
stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,Diacylglycerol,,,401663,497400,,,219389,,1770263,1354015,3559484,662398,,,,,,,,,88146,738841,,218455,,,,,,,,,3934832.75,224398.0156,260795,,,1707313,1119859,7089201,535407,124700,,,2664121.75,,73902,,,1501772,,650413,260863,698719,,
oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,Diacylglycerol,,,244987,,18082472,422528,,3902355,1366315,391155,,,,,,,4188141,101125680,832685,2434322,,,1151449,,70355448,,482020,,875769.0625,381035,58902768,542842,2476531,154863,,3116833,37030888,3922470,362275,15917376,,,2711388,4538754.5,2843992,,224666,464676,2599624,799274,276212,536152,,901209,2328342,3719715
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,Diacylglycerol,1310247,238889,1767418,797737,40758880,3224325,1135777,19954324,5841085,3157298,,1322223,835626.9375,2183705,838458.0625,300260,11850070,131519272,4482562,7593377.5,766480,666869,6255674,606045,89966656,488126,1186370,,2216255,3191891,169375216,4442208,6301605,856833,324088,7218237.5,70403248,9402687,2504330,16255681,690449,372732,11012016,15627109,7636124,81624,1426416,3953824.75,6016258,5448551,2047370,1571257,,1780655.125,18831732,13711551
sphinganine,Sphingolipid Metabolism,5320730,7430298.5,5209025,7052388.5,77024000,79736408,9580979,10611313,22427596,20769370,5802023,13270271,7772889,19462394,5691954,2241438,7009158,3666001.25,5581963,19052324,11564241,6302884,17304596,89310368,27383334,30926556,40725428,14848864,33040080,5557724,9413457,28329978,3067918,9951859,55151484,24577482,8371133.5,5468941,3189016,13141416,53763632,7142828.5,15264055,7349227,14985512,6396907,21788532,2078471,12856558,7595792,5124052,4279397,30742012,38532736,12571156,39076072
3-ketosphinganine,Sphingolipid Metabolism,1594541,920472.9375,1193806,665271,772654,1041380.938,582909,450348,1311502,919338,497224,749926,596038,821695,303231,204605,3330111,205889.0156,266333,1201704,1295902,986752,1840984,1989869.125,466809,1062514,,3568131,,882608,1084524,720185,,386103,,678069,,435473,129912,721240,1289664,1063179,566834,535708,847817,979293,969530,1124571,900893,2041230.125,258082,,915874.0625,858822,390008,
N-palmitoyl-sphinganine (d18:0/16:0),Sphingolipid Metabolism,800723,1410848,4092247,1230046,5612947,4012616.25,1294579,1515787,3801407,1571281,1067785,1686459,771286,3362624,427664.0313,493875,848319,1137723,1532693,3212924,17283508,1760951,3973481,9305724,1261611,1856593,6833389,9203917,10607302,769936,3031151,2649710,580722,1492841,5272638,2492418,522128.9688,819725,1121980,944698.9375,3452147.25,779845,544520,745292,1394618,483245,2255008,1041287,888386.0625,1251461,788256,554391,1696602.125,2704187,1133608,3050127
N-butyroyl-sphingosine,Sphingolipid Metabolism,,,,,,,,,,45318,,,,,,,,,,,,,48913,1285879,110346.9922,,,,,,,,,,458406,,,,,,162737,,,,87900,,543929,,,,,,,465958,,
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Sphingolipid Metabolism,159946,,453686,,,,154792,,500950.9688,,426489,,,,,,,134199,,171833,1811567,214118,359582,,,,,2599552,1352679,,,,,,,102937,,,,,237284.9844,,,,,,109320,,,205210,,,,,104432,
palmitoyl sphingomyelin (d18:1/16:0),Sphingolipid Metabolism,411065,,1016877,,,205587,97060,146687,1770878,141892,273027,223953,,47454,,148380,,272487,227740,215159,3316904,595277,994227,,,,104256,17089824,2144541,107224,,137498,,,,457312,,262846,,,220699,,,,,,106216,223295,,458947,191373,,,306520,189596,
sphingosine,Sphingolipid Metabolism,2894043,1379950,2318565,1094005,27247114,15064097,5195728,3522662.75,3675267.75,26374870,1444687,4254382,1464618,5528803,1376106,1387427,5056887,2737165,1587965,29903430,4277502,3966407.25,23176256,101751608,4007104,6220734,49393564,24639684,42391872,2614123,3042313,27759002,2100881,3626935,52479564,15792061,8676237,8023503,4347991,4214117,46320768,873052,523862,2095567.875,9616627,6661776,8842719,937072,2288865,7530023,2258726,3923251.25,5393797,40086780,14313199,13746037
N-acetylsphingosine,Sphingolipid Metabolism,,,104707,,836883,136247,340047,,,,,,,,,69087,,100064,,,434777,611591,251125,606511,138629,,155220,,,,,392774,,38405,375869,1440180,105840,,,,205420,106316,70625,,83893,147327,509195.9688,,,,111833,,,456723,55075,198688
N-palmitoyl-sphingosine (d18:1/16:0),Sphingolipid Metabolism,1000647,1016927.063,7743158.5,983655,3662948,2109168,1394262,3103089.25,9340021,4870361,425900.0313,1519455,532157,2037469,398373.0313,677221,2169223,752485,1656939.875,14773332,44550440,4469868,16344175,13841499,676532,2718535,8348324,32096230,40218376,971289.0625,3296346.75,4512733,785932.0625,324049,7111486,3358786.75,1192068,2275893,883454,999522,3677630,858359,,1189015,1950839.125,1143883,3680266,2028103,1091815,4862539,2667401,937713,,4402485,2750406,1302110
N-stearoyl-sphingosine (d18:1/18:0)*,Sphingolipid Metabolism,983541,,376256,,2528446,1896952,704863,216677,411248,4490066,338236,962201,303162,1673718,,111724,1471327,723311,625535,2206586,3479367,379303.0313,6351912.5,10529925,511460.0313,1486665,7196754.5,4964047,20207012,,2165065,2330125,180677.9844,861957,7592889,2455975,311770,1943321,915663,157958,3644530,57808,150435,808450.0625,1187960,613635,2721194,871078,517506,1288686,1361034,1118381,757236.0625,4946348,474012.9688,3535413
